id,#Days_Resolution,#Actors_Subscription,#Developers_Mention,#Times_Reference,#Developers_Comment,#Comments,Type
3017691,8,1,0,0,1,2,Other Issues
11754878,800,1,1,0,1,2,Other Issues
2500382,33,1,1,0,1,2,Other Issues
65346819,49,1,1,0,1,2,Other Issues
16361565,51,1,1,0,1,2,Other Issues
14723925,65,1,1,0,1,2,Other Issues
24055634,84,1,1,0,1,2,Other Issues
10267186,95,1,1,0,1,2,Other Issues
17865334,141,1,1,0,1,2,Other Issues
54171789,142,1,1,0,1,2,Other Issues
40419363,400,1,1,0,1,2,Other Issues
37823279,159,1,1,0,1,2,Other Issues
13457112,193,1,1,0,1,2,Other Issues
17758512,219,1,1,0,1,2,Other Issues
10634852,224,1,1,0,1,2,Other Issues
22036713,227,1,1,0,1,2,Other Issues
16568738,510,1,1,0,1,2,Other Issues
19059372,0,1,1,0,1,2,Other Issues
34556951,0,1,1,0,1,2,Other Issues
26522293,0,1,1,0,1,2,Other Issues
25008774,0,1,1,0,1,2,Other Issues
35794507,0,1,1,0,1,2,Other Issues
43102585,2,1,1,0,1,2,Other Issues
31638986,3,1,1,0,1,2,Other Issues
32452426,3,1,1,0,1,2,Other Issues
38214530,5,1,1,0,1,2,Other Issues
35794507,9,1,1,0,1,2,Other Issues
5522749,9,1,1,0,1,2,Other Issues
5089625,12,1,1,0,1,2,Other Issues
31403674,14,1,1,0,1,2,Other Issues
2580041,15,1,1,0,1,2,Other Issues
9188277,25,1,2,0,1,2,Other Issues
31307257,168,1,2,0,1,2,Other Issues
49805569,710,1,2,0,1,2,Other Issues
30648468,207,1,2,0,1,2,Other Issues
59504788,0,1,2,0,1,2,Other Issues
49805569,0,1,2,0,1,2,Other Issues
56079525,0,1,2,0,1,2,Other Issues
49214972,3,1,2,0,1,2,Other Issues
45812419,0,1,1,1,1,2,Other Issues
26893688,0,1,2,1,1,2,Other Issues
5435255,0,1,2,1,1,2,Other Issues
11241887,0,1,1,2,1,2,Other Issues
60073074,2,1,1,2,1,2,Other Issues
26183660,0,1,1,3,1,2,Other Issues
56704515,7,1,1,4,1,2,Other Issues
42364497,6,1,1,5,1,2,Other Issues
320955,770,1,0,0,2,2,Other Issues
155356,293,1,0,0,2,2,Other Issues
823239,56,1,0,0,2,2,Other Issues
147960,918,1,0,0,2,2,Other Issues
176671,487,1,0,0,2,2,Other Issues
15985825,516,1,1,0,2,2,Other Issues
32280418,262,1,1,0,2,2,Other Issues
17365022,262,1,1,0,2,2,Other Issues
23655546,263,1,1,0,2,2,Other Issues
3551339,1290,1,1,0,2,2,Other Issues
6682685,269,1,1,0,2,2,Other Issues
36914900,17,1,1,0,2,2,Other Issues
59662387,17,1,1,0,2,2,Other Issues
33068032,18,1,1,0,2,2,Other Issues
14847188,18,1,1,0,2,2,Other Issues
40645611,21,1,1,0,2,2,Other Issues
14802216,22,1,1,0,2,2,Other Issues
40186929,24,1,1,0,2,2,Other Issues
20496270,24,1,1,0,2,2,Other Issues
51181735,25,1,1,0,2,2,Other Issues
34009700,25,1,1,0,2,2,Other Issues
5832476,30,1,1,0,2,2,Other Issues
37723695,30,1,1,0,2,2,Other Issues
16785533,32,1,1,0,2,2,Other Issues
33153848,288,1,1,0,2,2,Other Issues
34930037,546,1,1,0,2,2,Other Issues
21191089,37,1,1,0,2,2,Other Issues
60281421,37,1,1,0,2,2,Other Issues
55875147,38,1,1,0,2,2,Other Issues
36330352,39,1,1,0,2,2,Other Issues
56644263,40,1,1,0,2,2,Other Issues
57431689,45,1,1,0,2,2,Other Issues
20356501,301,1,1,0,2,2,Other Issues
43884678,46,1,1,0,2,2,Other Issues
60813848,54,1,1,0,2,2,Other Issues
40581080,55,1,1,0,2,2,Other Issues
60817963,57,1,1,0,2,2,Other Issues
36065437,60,1,1,0,2,2,Other Issues
40111653,61,1,1,0,2,2,Other Issues
9219328,829,1,1,0,2,2,Other Issues
65442848,62,1,1,0,2,2,Other Issues
16568990,63,1,1,0,2,2,Other Issues
16569324,63,1,1,0,2,2,Other Issues
24722663,65,1,1,0,2,2,Other Issues
54401922,68,1,1,0,2,2,Other Issues
11183539,71,1,1,0,2,2,Other Issues
35685927,334,1,1,0,2,2,Other Issues
13452284,1107,1,1,0,2,2,Other Issues
1501232,93,1,1,0,2,2,Other Issues
40626075,95,1,1,0,2,2,Other Issues
27299716,97,1,1,0,2,2,Other Issues
15831081,609,1,1,0,2,2,Other Issues
11926379,610,1,1,0,2,2,Other Issues
21788288,102,1,1,0,2,2,Other Issues
40005860,614,1,1,0,2,2,Other Issues
54798932,103,1,1,0,2,2,Other Issues
60398122,103,1,1,0,2,2,Other Issues
1658465,104,1,1,0,2,2,Other Issues
13386111,107,1,1,0,2,2,Other Issues
57383492,116,1,1,0,2,2,Other Issues
6919630,886,1,1,0,2,2,Other Issues
11082235,1144,1,1,0,2,2,Other Issues
7680829,378,1,1,0,2,2,Other Issues
21229981,124,1,1,0,2,2,Other Issues
2427367,130,1,1,0,2,2,Other Issues
22072,1415,1,1,0,2,2,Other Issues
36392160,136,1,1,0,2,2,Other Issues
1820732,139,1,1,0,2,2,Other Issues
10754338,652,1,1,0,2,2,Other Issues
17658851,153,1,1,0,2,2,Other Issues
327626,162,1,1,0,2,2,Other Issues
19711773,427,1,1,0,2,2,Other Issues
16914764,199,1,1,0,2,2,Other Issues
26521595,213,1,1,0,2,2,Other Issues
28544739,486,1,1,0,2,2,Other Issues
32294026,491,1,1,0,2,2,Other Issues
11590292,757,1,1,0,2,2,Other Issues
49728108,0,1,1,0,2,2,Other Issues
15842655,0,1,1,0,2,2,Other Issues
16259508,0,1,1,0,2,2,Other Issues
30889894,0,1,1,0,2,2,Other Issues
21244967,0,1,1,0,2,2,Other Issues
16728132,0,1,1,0,2,2,Other Issues
41237957,0,1,1,0,2,2,Other Issues
56158925,0,1,1,0,2,2,Other Issues
26542986,0,1,1,0,2,2,Other Issues
25361299,0,1,1,0,2,2,Other Issues
25401805,0,1,1,0,2,2,Other Issues
25484193,0,1,1,0,2,2,Other Issues
16164004,0,1,1,0,2,2,Other Issues
65739473,0,1,1,0,2,2,Other Issues
46348384,0,1,1,0,2,2,Other Issues
27399545,0,1,1,0,2,2,Other Issues
22268414,0,1,1,0,2,2,Other Issues
5480279,0,1,1,0,2,2,Other Issues
5832910,0,1,1,0,2,2,Other Issues
40414279,0,1,1,0,2,2,Other Issues
6370680,0,1,1,0,2,2,Other Issues
36329240,0,1,1,0,2,2,Other Issues
41624988,0,1,1,0,2,2,Other Issues
56594174,0,1,1,0,2,2,Other Issues
42585338,0,1,1,0,2,2,Other Issues
68606854,0,1,1,0,2,2,Other Issues
61175360,0,1,1,0,2,2,Other Issues
61293570,0,1,1,0,2,2,Other Issues
55961608,0,1,1,0,2,2,Other Issues
6800039,0,1,1,0,2,2,Other Issues
12090958,0,1,1,0,2,2,Other Issues
28796221,0,1,1,0,2,2,Other Issues
62098588,0,1,1,0,2,2,Other Issues
17724786,0,1,1,0,2,2,Other Issues
7478836,0,1,1,0,2,2,Other Issues
46755264,0,1,1,0,2,2,Other Issues
41965928,0,1,1,0,2,2,Other Issues
32365288,0,1,1,0,2,2,Other Issues
33139418,0,1,1,0,2,2,Other Issues
69586293,0,1,1,0,2,2,Other Issues
38284162,0,1,1,0,2,2,Other Issues
46524014,0,1,1,0,2,2,Other Issues
22570731,0,1,1,0,2,2,Other Issues
68601638,0,1,1,0,2,2,Other Issues
68601638,0,1,1,0,2,2,Other Issues
50829837,0,1,1,0,2,2,Other Issues
40786270,0,1,1,0,2,2,Other Issues
52852678,0,1,1,0,2,2,Other Issues
8429764,0,1,1,0,2,2,Other Issues
23390900,0,1,1,0,2,2,Other Issues
19016774,0,1,1,0,2,2,Other Issues
63449617,0,1,1,0,2,2,Other Issues
63470932,0,1,1,0,2,2,Other Issues
23280667,0,1,1,0,2,2,Other Issues
8897504,0,1,1,0,2,2,Other Issues
15018530,0,1,1,0,2,2,Other Issues
39536131,0,1,1,0,2,2,Other Issues
43413359,0,1,1,0,2,2,Other Issues
53361470,0,1,1,0,2,2,Other Issues
64091561,0,1,1,0,2,2,Other Issues
69668741,0,1,1,0,2,2,Other Issues
35143848,0,1,1,0,2,2,Other Issues
50238348,0,1,1,0,2,2,Other Issues
31344254,0,1,1,0,2,2,Other Issues
66641334,0,1,1,0,2,2,Other Issues
41067580,0,1,1,0,2,2,Other Issues
21868324,0,1,1,0,2,2,Other Issues
51373013,0,1,1,0,2,2,Other Issues
54809027,0,1,1,0,2,2,Other Issues
10682683,0,1,1,0,2,2,Other Issues
40086943,0,1,1,0,2,2,Other Issues
35053424,0,1,1,0,2,2,Other Issues
33531930,0,1,1,0,2,2,Other Issues
48501629,0,1,1,0,2,2,Other Issues
44847485,0,1,1,0,2,2,Other Issues
10796153,0,1,1,0,2,2,Other Issues
34258350,0,1,1,0,2,2,Other Issues
34630634,0,1,1,0,2,2,Other Issues
55208333,0,1,1,0,2,2,Other Issues
45358548,0,1,1,0,2,2,Other Issues
61329808,0,1,1,0,2,2,Other Issues
61333957,0,1,1,0,2,2,Other Issues
24864661,0,1,1,0,2,2,Other Issues
5034488,0,1,1,0,2,2,Other Issues
61436057,0,1,1,0,2,2,Other Issues
6929205,0,1,1,0,2,2,Other Issues
55052269,0,1,1,0,2,2,Other Issues
60550592,0,1,1,0,2,2,Other Issues
61712554,0,1,1,0,2,2,Other Issues
21349430,0,1,1,0,2,2,Other Issues
55493438,0,1,1,0,2,2,Other Issues
16818150,0,1,1,0,2,2,Other Issues
65169297,0,1,1,0,2,2,Other Issues
5837117,1,1,1,0,2,2,Other Issues
67233198,1,1,1,0,2,2,Other Issues
55829666,1,1,1,0,2,2,Other Issues
65276923,1,1,1,0,2,2,Other Issues
33395754,1,1,1,0,2,2,Other Issues
64391165,1,1,1,0,2,2,Other Issues
14521317,1,1,1,0,2,2,Other Issues
39198322,1,1,1,0,2,2,Other Issues
49554628,1,1,1,0,2,2,Other Issues
51151776,1,1,1,0,2,2,Other Issues
45473269,2,1,1,0,2,2,Other Issues
11335182,2,1,1,0,2,2,Other Issues
7627907,2,1,1,0,2,2,Other Issues
20125729,2,1,1,0,2,2,Other Issues
9037365,2,1,1,0,2,2,Other Issues
54877404,2,1,1,0,2,2,Other Issues
21211498,2,1,1,0,2,2,Other Issues
11873219,2,1,1,0,2,2,Other Issues
40732234,2,1,1,0,2,2,Other Issues
49899257,2,1,1,0,2,2,Other Issues
40685025,3,1,1,0,2,2,Other Issues
50880150,3,1,1,0,2,2,Other Issues
32094804,3,1,1,0,2,2,Other Issues
63483028,3,1,1,0,2,2,Other Issues
7405274,3,1,1,0,2,2,Other Issues
45938357,3,1,1,0,2,2,Other Issues
40196819,3,1,1,0,2,2,Other Issues
66562334,3,1,1,0,2,2,Other Issues
55287245,4,1,1,0,2,2,Other Issues
40807957,4,1,1,0,2,2,Other Issues
66998513,4,1,1,0,2,2,Other Issues
1870123,5,1,1,0,2,2,Other Issues
52388137,5,1,1,0,2,2,Other Issues
55223353,5,1,1,0,2,2,Other Issues
3400011,5,1,1,0,2,2,Other Issues
51071081,5,1,1,0,2,2,Other Issues
60921880,6,1,1,0,2,2,Other Issues
18135937,6,1,1,0,2,2,Other Issues
49656486,7,1,1,0,2,2,Other Issues
63576406,7,1,1,0,2,2,Other Issues
24606659,7,1,1,0,2,2,Other Issues
25442253,8,1,1,0,2,2,Other Issues
21739273,8,1,1,0,2,2,Other Issues
20517337,8,1,1,0,2,2,Other Issues
21916719,8,1,1,0,2,2,Other Issues
51327485,9,1,1,0,2,2,Other Issues
29462914,9,1,1,0,2,2,Other Issues
48047357,10,1,1,0,2,2,Other Issues
40001677,10,1,1,0,2,2,Other Issues
16040484,12,1,1,0,2,2,Other Issues
41247701,13,1,1,0,2,2,Other Issues
41674609,14,1,1,0,2,2,Other Issues
28019344,14,1,1,0,2,2,Other Issues
33458364,14,1,1,0,2,2,Other Issues
1166187,15,1,1,0,2,2,Other Issues
24323115,16,1,1,0,2,2,Other Issues
6529888,20,1,1,0,2,2,Other Issues
52585154,48,1,2,0,2,2,Other Issues
12385672,1140,1,2,0,2,2,Other Issues
44396344,0,1,2,0,2,2,Other Issues
4918605,0,1,2,0,2,2,Other Issues
4918606,0,1,2,0,2,2,Other Issues
819291,6,1,2,0,2,2,Other Issues
21427225,7,1,2,0,2,2,Other Issues
30111078,20,1,2,0,2,2,Other Issues
176772,316,1,0,1,2,2,Other Issues
956925,101,1,0,1,2,2,Other Issues
10110744,459,1,0,1,2,2,Other Issues
5466891,23,1,1,1,2,2,Other Issues
13713781,64,1,1,1,2,2,Other Issues
9438569,861,1,1,1,2,2,Other Issues
25714003,379,1,1,1,2,2,Other Issues
25742620,0,1,1,1,2,2,Other Issues
7454817,0,1,1,1,2,2,Other Issues
2076610,0,1,1,1,2,2,Other Issues
13187269,0,1,1,1,2,2,Other Issues
13187269,0,1,1,1,2,2,Other Issues
6782427,0,1,1,1,2,2,Other Issues
122757,0,1,1,1,2,2,Other Issues
3492651,3,1,1,1,2,2,Other Issues
11261735,3,1,1,1,2,2,Other Issues
147097,3,1,1,1,2,2,Other Issues
33359873,13,1,1,1,2,2,Other Issues
40597394,1,1,2,1,2,2,Other Issues
16123071,793,1,1,2,2,2,Other Issues
1177751,41,1,1,2,2,2,Other Issues
65361296,49,1,1,2,2,2,Other Issues
32405192,95,1,1,2,2,2,Other Issues
30217150,582,1,1,3,2,2,Other Issues
328248,234,1,1,3,2,2,Other Issues
69344179,0,1,1,3,2,2,Other Issues
10749268,12,1,1,3,2,2,Other Issues
65154001,0,1,2,3,2,2,Other Issues
55483637,50,1,1,4,2,2,Other Issues
67212567,0,1,1,4,2,2,Other Issues
34129303,0,1,1,4,2,2,Other Issues
58813823,39,1,1,9,2,2,Other Issues
152457,0,1,0,0,1,3,Other Issues
153223,0,1,0,0,1,3,Other Issues
50094989,43,1,1,0,1,3,Other Issues
41912283,54,1,2,0,1,3,Other Issues
30900218,20,1,2,0,1,3,Other Issues
665423,9,1,3,0,1,3,Other Issues
47476421,0,1,2,1,1,3,Other Issues
22046642,11,1,1,2,1,3,Other Issues
5830679,71,1,1,4,1,3,Other Issues
219928,0,1,0,0,2,3,Other Issues
30549627,17,1,1,0,2,3,Other Issues
34982374,18,1,1,0,2,3,Other Issues
50336999,18,1,1,0,2,3,Other Issues
60824381,19,1,1,0,2,3,Other Issues
50908554,19,1,1,0,2,3,Other Issues
65762552,22,1,1,0,2,3,Other Issues
16630165,28,1,1,0,2,3,Other Issues
20649552,292,1,1,0,2,3,Other Issues
38349227,38,1,1,0,2,3,Other Issues
13879624,1065,1,1,0,2,3,Other Issues
43096512,43,1,1,0,2,3,Other Issues
2440566,54,1,1,0,2,3,Other Issues
24040816,56,1,1,0,2,3,Other Issues
35166496,56,1,1,0,2,3,Other Issues
14011599,60,1,1,0,2,3,Other Issues
30543484,69,1,1,0,2,3,Other Issues
25707097,74,1,1,0,2,3,Other Issues
21376083,595,1,1,0,2,3,Other Issues
15620675,85,1,1,0,2,3,Other Issues
8849210,343,1,1,0,2,3,Other Issues
58206666,104,1,1,0,2,3,Other Issues
34195161,106,1,1,0,2,3,Other Issues
54776784,362,1,1,0,2,3,Other Issues
10747350,642,1,1,0,2,3,Other Issues
39844389,143,1,1,0,2,3,Other Issues
10838152,145,1,1,0,2,3,Other Issues
32240241,146,1,1,0,2,3,Other Issues
10913982,151,1,1,0,2,3,Other Issues
24820240,165,1,1,0,2,3,Other Issues
20234453,168,1,1,0,2,3,Other Issues
45225851,173,1,1,0,2,3,Other Issues
35537320,187,1,1,0,2,3,Other Issues
20088966,716,1,1,0,2,3,Other Issues
26476345,721,1,1,0,2,3,Other Issues
1944035,467,1,1,0,2,3,Other Issues
26485853,480,1,1,0,2,3,Other Issues
40606990,235,1,1,0,2,3,Other Issues
14178074,245,1,1,0,2,3,Other Issues
28627,0,1,1,0,2,3,Other Issues
25467963,0,1,1,0,2,3,Other Issues
39877447,0,1,1,0,2,3,Other Issues
55410776,0,1,1,0,2,3,Other Issues
5997467,0,1,1,0,2,3,Other Issues
26990448,0,1,1,0,2,3,Other Issues
56584424,0,1,1,0,2,3,Other Issues
783565,0,1,1,0,2,3,Other Issues
1899185,0,1,1,0,2,3,Other Issues
42594849,0,1,1,0,2,3,Other Issues
45897879,0,1,1,0,2,3,Other Issues
1198474,0,1,1,0,2,3,Other Issues
66488975,0,1,1,0,2,3,Other Issues
35865758,0,1,1,0,2,3,Other Issues
12314191,0,1,1,0,2,3,Other Issues
2292922,0,1,1,0,2,3,Other Issues
8903767,0,1,1,0,2,3,Other Issues
30603970,0,1,1,0,2,3,Other Issues
60758349,0,1,1,0,2,3,Other Issues
13516557,0,1,1,0,2,3,Other Issues
8419779,0,1,1,0,2,3,Other Issues
34612092,0,1,1,0,2,3,Other Issues
23796276,0,1,1,0,2,3,Other Issues
65375079,0,1,1,0,2,3,Other Issues
20789458,0,1,1,0,2,3,Other Issues
45850667,0,1,1,0,2,3,Other Issues
20664299,0,1,1,0,2,3,Other Issues
10877968,0,1,1,0,2,3,Other Issues
5388626,0,1,1,0,2,3,Other Issues
34659799,0,1,1,0,2,3,Other Issues
66051966,0,1,1,0,2,3,Other Issues
49199522,0,1,1,0,2,3,Other Issues
39856245,0,1,1,0,2,3,Other Issues
39876254,0,1,1,0,2,3,Other Issues
35250131,0,1,1,0,2,3,Other Issues
55752767,0,1,1,0,2,3,Other Issues
61679609,0,1,1,0,2,3,Other Issues
51323360,0,1,1,0,2,3,Other Issues
27177691,0,1,1,0,2,3,Other Issues
60693376,0,1,1,0,2,3,Other Issues
65894982,0,1,1,0,2,3,Other Issues
35248006,0,1,1,0,2,3,Other Issues
27552070,1,1,1,0,2,3,Other Issues
57787883,1,1,1,0,2,3,Other Issues
831811,1,1,1,0,2,3,Other Issues
47892044,1,1,1,0,2,3,Other Issues
30081104,1,1,1,0,2,3,Other Issues
6520213,1,1,1,0,2,3,Other Issues
16114919,2,1,1,0,2,3,Other Issues
61593614,2,1,1,0,2,3,Other Issues
17630429,2,1,1,0,2,3,Other Issues
38433375,2,1,1,0,2,3,Other Issues
35653528,2,1,1,0,2,3,Other Issues
50638533,2,1,1,0,2,3,Other Issues
26879255,2,1,1,0,2,3,Other Issues
60072942,2,1,1,0,2,3,Other Issues
11045384,3,1,1,0,2,3,Other Issues
12345098,3,1,1,0,2,3,Other Issues
54819012,3,1,1,0,2,3,Other Issues
5326674,5,1,1,0,2,3,Other Issues
29595045,6,1,1,0,2,3,Other Issues
28053443,7,1,1,0,2,3,Other Issues
38174043,7,1,1,0,2,3,Other Issues
14558948,7,1,1,0,2,3,Other Issues
9927282,8,1,1,0,2,3,Other Issues
34557530,8,1,1,0,2,3,Other Issues
51003833,10,1,1,0,2,3,Other Issues
21702517,10,1,1,0,2,3,Other Issues
35169497,12,1,1,0,2,3,Other Issues
48045023,12,1,1,0,2,3,Other Issues
49962284,12,1,1,0,2,3,Other Issues
40794369,14,1,1,0,2,3,Other Issues
6142416,15,1,1,0,2,3,Other Issues
1905191,16,1,1,0,2,3,Other Issues
62913695,30,1,2,0,2,3,Other Issues
26607370,77,1,2,0,2,3,Other Issues
56101410,0,1,2,0,2,3,Other Issues
945422,0,1,2,0,2,3,Other Issues
22909953,0,1,2,0,2,3,Other Issues
47342369,0,1,2,0,2,3,Other Issues
11784456,0,1,2,0,2,3,Other Issues
35124196,0,1,2,0,2,3,Other Issues
55773957,1,1,2,0,2,3,Other Issues
65940138,2,1,2,0,2,3,Other Issues
1966910,10,1,2,0,2,3,Other Issues
67690404,10,1,2,0,2,3,Other Issues
48606737,11,1,2,0,2,3,Other Issues
213499,0,1,0,1,2,3,Other Issues
45657106,21,1,1,1,2,3,Other Issues
622823,33,1,1,1,2,3,Other Issues
35126782,326,1,1,1,2,3,Other Issues
861738,0,1,1,1,2,3,Other Issues
47059482,0,1,1,1,2,3,Other Issues
147593,0,1,1,1,2,3,Other Issues
63078,0,1,1,1,2,3,Other Issues
215046,0,1,1,1,2,3,Other Issues
5804501,1,1,1,1,2,3,Other Issues
3737105,4,1,1,1,2,3,Other Issues
941089,5,1,1,1,2,3,Other Issues
63436377,7,1,1,1,2,3,Other Issues
26479043,8,1,1,1,2,3,Other Issues
1786188,0,1,2,1,2,3,Other Issues
30848652,0,1,2,2,2,3,Other Issues
29649,4,1,2,2,2,3,Other Issues
35030781,6,1,1,3,2,3,Other Issues
145830,0,1,1,4,2,3,Other Issues
41598409,7,1,1,4,2,3,Other Issues
716434,82,1,0,0,3,3,Other Issues
30710161,272,1,1,0,3,3,Other Issues
15870002,19,1,1,0,3,3,Other Issues
6887877,25,1,1,0,3,3,Other Issues
45390572,285,1,1,0,3,3,Other Issues
14005992,30,1,1,0,3,3,Other Issues
5902234,37,1,1,0,3,3,Other Issues
42605548,40,1,1,0,3,3,Other Issues
41768038,41,1,1,0,3,3,Other Issues
33378357,41,1,1,0,3,3,Other Issues
10540915,1065,1,1,0,3,3,Other Issues
42469399,45,1,1,0,3,3,Other Issues
11514017,54,1,1,0,3,3,Other Issues
16827902,56,1,1,0,3,3,Other Issues
25644502,59,1,1,0,3,3,Other Issues
10653062,59,1,1,0,3,3,Other Issues
46895544,65,1,1,0,3,3,Other Issues
32810969,71,1,1,0,3,3,Other Issues
20795250,585,1,1,0,3,3,Other Issues
11267576,74,1,1,0,3,3,Other Issues
44198813,78,1,1,0,3,3,Other Issues
37306520,345,1,1,0,3,3,Other Issues
55682312,90,1,1,0,3,3,Other Issues
8907158,351,1,1,0,3,3,Other Issues
28313546,103,1,1,0,3,3,Other Issues
1102899,361,1,1,0,3,3,Other Issues
38296868,112,1,1,0,3,3,Other Issues
43285233,114,1,1,0,3,3,Other Issues
39826604,134,1,1,0,3,3,Other Issues
49652549,139,1,1,0,3,3,Other Issues
11085134,397,1,1,0,3,3,Other Issues
2959024,445,1,1,0,3,3,Other Issues
25525630,468,1,1,0,3,3,Other Issues
35018385,0,1,1,0,3,3,Other Issues
30453917,0,1,1,0,3,3,Other Issues
25652934,0,1,1,0,3,3,Other Issues
50598191,0,1,1,0,3,3,Other Issues
50645568,0,1,1,0,3,3,Other Issues
495197,0,1,1,0,3,3,Other Issues
11100399,0,1,1,0,3,3,Other Issues
11239573,0,1,1,0,3,3,Other Issues
21600784,0,1,1,0,3,3,Other Issues
36228943,0,1,1,0,3,3,Other Issues
56632965,0,1,1,0,3,3,Other Issues
8795407,0,1,1,0,3,3,Other Issues
3536231,0,1,1,0,3,3,Other Issues
66107621,0,1,1,0,3,3,Other Issues
37204166,0,1,1,0,3,3,Other Issues
23658946,0,1,1,0,3,3,Other Issues
24349804,0,1,1,0,3,3,Other Issues
63904593,0,1,1,0,3,3,Other Issues
15619965,0,1,1,0,3,3,Other Issues
36075093,0,1,1,0,3,3,Other Issues
25647567,0,1,1,0,3,3,Other Issues
39921492,0,1,1,0,3,3,Other Issues
25904489,0,1,1,0,3,3,Other Issues
20696378,0,1,1,0,3,3,Other Issues
11314876,0,1,1,0,3,3,Other Issues
55517999,0,1,1,0,3,3,Other Issues
54770215,0,1,1,0,3,3,Other Issues
49839195,0,1,1,0,3,3,Other Issues
65644090,0,1,1,0,3,3,Other Issues
5902234,0,1,1,0,3,3,Other Issues
21020597,0,1,1,0,3,3,Other Issues
66120440,0,1,1,0,3,3,Other Issues
59906879,0,1,1,0,3,3,Other Issues
65398242,0,1,1,0,3,3,Other Issues
10630395,0,1,1,0,3,3,Other Issues
46019377,1,1,1,0,3,3,Other Issues
25576732,1,1,1,0,3,3,Other Issues
31676649,1,1,1,0,3,3,Other Issues
62229666,1,1,1,0,3,3,Other Issues
57769452,1,1,1,0,3,3,Other Issues
15113018,1,1,1,0,3,3,Other Issues
31402099,1,1,1,0,3,3,Other Issues
11509941,2,1,1,0,3,3,Other Issues
11509941,2,1,1,0,3,3,Other Issues
34985153,2,1,1,0,3,3,Other Issues
64169894,2,1,1,0,3,3,Other Issues
34453139,2,1,1,0,3,3,Other Issues
54897152,2,1,1,0,3,3,Other Issues
49666895,3,1,1,0,3,3,Other Issues
14421908,3,1,1,0,3,3,Other Issues
5802531,3,1,1,0,3,3,Other Issues
52138649,4,1,1,0,3,3,Other Issues
65952654,4,1,1,0,3,3,Other Issues
13627632,5,1,1,0,3,3,Other Issues
61852683,5,1,1,0,3,3,Other Issues
62679903,5,1,1,0,3,3,Other Issues
17391306,6,1,1,0,3,3,Other Issues
54749575,7,1,1,0,3,3,Other Issues
65367742,10,1,1,0,3,3,Other Issues
11139236,11,1,1,0,3,3,Other Issues
16325865,12,1,1,0,3,3,Other Issues
28676453,46,1,2,0,3,3,Other Issues
60773265,56,1,2,0,3,3,Other Issues
6208904,327,1,2,0,3,3,Other Issues
12515409,328,1,2,0,3,3,Other Issues
24682362,599,1,2,0,3,3,Other Issues
10257961,380,1,2,0,3,3,Other Issues
18667577,3,1,2,0,3,3,Other Issues
7946086,7,1,2,0,3,3,Other Issues
60773265,7,1,2,0,3,3,Other Issues
16396955,92,1,1,1,3,3,Other Issues
29780654,695,1,1,1,3,3,Other Issues
47050788,0,1,1,1,3,3,Other Issues
8426730,2,1,1,1,3,3,Other Issues
10634756,262,1,1,2,3,3,Other Issues
33060225,24,1,1,2,3,3,Other Issues
51071291,0,1,1,2,3,3,Other Issues
29715,0,1,1,2,3,3,Other Issues
2468,0,1,1,3,3,3,Other Issues
16297986,1,1,1,3,3,3,Other Issues
21540656,782,1,1,4,3,3,Other Issues
8731833,345,1,1,4,3,3,Other Issues
5641482,394,1,1,4,3,3,Other Issues
66221611,48,1,2,4,3,3,Other Issues
5668023,918,1,1,6,3,3,Other Issues
11138293,0,1,1,0,1,4,Other Issues
364153,7,1,0,0,2,4,Other Issues
18728293,17,1,1,0,2,4,Other Issues
22990129,276,1,1,0,2,4,Other Issues
34217110,21,1,1,0,2,4,Other Issues
1181850,1818,1,1,0,2,4,Other Issues
34038413,29,1,1,0,2,4,Other Issues
55095119,34,1,1,0,2,4,Other Issues
26649196,48,1,1,0,2,4,Other Issues
58617834,55,1,1,0,2,4,Other Issues
33453026,58,1,1,0,2,4,Other Issues
35335093,75,1,1,0,2,4,Other Issues
37547237,77,1,1,0,2,4,Other Issues
22111153,351,1,1,0,2,4,Other Issues
25338248,105,1,1,0,2,4,Other Issues
29076917,107,1,1,0,2,4,Other Issues
45239961,382,1,1,0,2,4,Other Issues
35763527,133,1,1,0,2,4,Other Issues
34261598,157,1,1,0,2,4,Other Issues
15060390,448,1,1,0,2,4,Other Issues
82000,201,1,1,0,2,4,Other Issues
26335283,728,1,1,0,2,4,Other Issues
44773841,0,1,1,0,2,4,Other Issues
10958354,0,1,1,0,2,4,Other Issues
30539310,0,1,1,0,2,4,Other Issues
26004210,0,1,1,0,2,4,Other Issues
26004210,0,1,1,0,2,4,Other Issues
65709923,0,1,1,0,2,4,Other Issues
56763232,0,1,1,0,2,4,Other Issues
42459848,0,1,1,0,2,4,Other Issues
64813081,0,1,1,0,2,4,Other Issues
37153254,0,1,1,0,2,4,Other Issues
53058631,0,1,1,0,2,4,Other Issues
3372910,0,1,1,0,2,4,Other Issues
15418324,0,1,1,0,2,4,Other Issues
49371351,0,1,1,0,2,4,Other Issues
23920659,0,1,1,0,2,4,Other Issues
9489540,0,1,1,0,2,4,Other Issues
15060390,0,1,1,0,2,4,Other Issues
31592055,0,1,1,0,2,4,Other Issues
6707399,0,1,1,0,2,4,Other Issues
21299315,0,1,1,0,2,4,Other Issues
50036992,0,1,1,0,2,4,Other Issues
66496956,1,1,1,0,2,4,Other Issues
54831408,1,1,1,0,2,4,Other Issues
18833459,1,1,1,0,2,4,Other Issues
3061475,1,1,1,0,2,4,Other Issues
46911207,1,1,1,0,2,4,Other Issues
