id,issue_id,project_url,issue_url,commit,type,number_attempt_newcomer,whether_solved_by_newcomer,author_name,commit_created_at,exper,longterm,resolve_time_days
48193346,79,https://api.github.com/repos/facebook/litho,https://github.com/facebook/litho/issues/79,2ff499c09f91f7cafa67d857814a933d2d1d2e62,,2,TRUE,sina-al,2017-04-26 08:32:01 UTC,0,1,
52484172,7885,https://api.github.com/repos/radare/radare2,https://github.com/radare/radare2/issues/7885,791aa4a7cc38ba2d0a4e5c87e01dd5b0175ec788,,1,TRUE,montekki,2017/11/21,0,0,
32536991,18636,https://api.github.com/repos/elastic/elasticsearch,https://github.com/elastic/elasticsearch/issues/18636,a3e57735228d7b620dc74dcc476d20d713f781be,,1,TRUE,Bolarinwa Saheed Olayemi,2018-03-28 16:25:01 UTC,0,2,
56114193,26555,https://api.github.com/repos/elastic/elasticsearch,https://github.com/elastic/elasticsearch/issues/26555,77617c8e62f7fa1407c62bdf33e4892206d62952,,3,TRUE,Alan Woodward,2017-12-12 13:33:37 UTC,0,103,
47053122,8699,https://api.github.com/repos/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn/issues/8699,3a3637c571474955d590f8ebeceee1b736a955b3,,1,TRUE,Milen Paskov,2017-04-22 09:45:08 UTC,0,1,
47582388,8280,https://api.github.com/repos/brave/browser-laptop,https://github.com/brave/browser-laptop/issues/8280,a800fdb320b66d1c7e0a4876b0d0f291939306e3,,1,TRUE,kumarrishav,2017-04-26 22:53:26 UTC,0,6,
25904099,658,https://api.github.com/repos/SUSE/Portus,https://github.com/SUSE/Portus/issues/658,a540fd545d59bf72ef3a073d28617c87d978d44d,,1,TRUE,Thomas Hipp,2016-04-05 08:53:35 UTC,0,18,
24255,738,https://api.github.com/repos/jshint/jshint,https://github.com/jshint/jshint/issues/738,b9b3a43238611d62c130a35f7150811633001b8d,,1,TRUE,Moshe Bildner,2015-02-23 11:32:51 UTC,0,5,
44810971,862,https://api.github.com/repos/explosion/spaCy,https://github.com/explosion/spaCy/issues/862,aafdf6ffb8c062a70a90a655bfd675bf12992ac7,,1,TRUE,Eric Zhao,2017-03-28 23:35:03 UTC,0,2,
66765208,10269,https://api.github.com/repos/mui-org/material-ui,https://github.com/mui-org/material-ui/issues/10269,121f64a86117e55e0d2822b0fe09940031b0fdce,bug,1,FALSE,Dmytro,2018-02-14 22:59:29 UTC,1,1,1.42
60595983,16994,https://api.github.com/repos/nodejs/node,https://github.com/nodejs/node/issues/16994,6244070c48e96c25b5ab645de15da72e0cb8c3dc,bug,1,FALSE,buji,2017-11-14 19:41:46 UTC,1,3,1.13
68923172,10623,https://api.github.com/repos/mui-org/material-ui,https://github.com/mui-org/material-ui/issues/10623,895f0e5c9c36a857d757389ff17392c977cb349b,bug,1,FALSE,cvanem,2018-03-12 02:23:16 UTC,1,9,0.71
64060414,10418,https://api.github.com/repos/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn/issues/10418,1966f0ba7f9773da1fd8face7205e3976053db02,bug,0,FALSE,Pinaki Nath Chowdhury,2018-01-08 14:46:46 UTC,1,0,0.42
60682764,17026,https://api.github.com/repos/nodejs/node,https://github.com/nodejs/node/issues/17026,667f8c642d35da18493ab7cd397070c7bd0fbf84,bug,0,FALSE,Gaara,2017-11-16 22:32:56 UTC,1,0,2.17
62536910,10284,https://api.github.com/repos/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn/issues/10284,eb1a3c4765948cd1d0cdc7ba2e040aa6a3671c07,bug,1,FALSE,Mabel Villalba,2018-03-15 11:20:51 UTC,1,0,93.71
20814277,2394,https://api.github.com/repos/nodejs/node,https://github.com/nodejs/node/issues/2394,adfd20b6fd90b2c068a6d34886370b5e78175988,bug,1,FALSE,Yuval Brik,2015-08-30 00:27:14 UTC,1,3,14.08
67457411,10404,https://api.github.com/repos/mui-org/material-ui,https://github.com/mui-org/material-ui/issues/10404,4b3c8f707f94b4b432cd786646c56faded6dd057,bug,1,FALSE,Tanmay Rajani,2018-02-26 00:11:01 UTC,1,0,3.5
62100658,8957,https://api.github.com/repos/radare/radare2,https://github.com/radareorg/radare2/issues/8957,5164e38a443d431005bc5c116d8fb137f4f07163,bug,0,FALSE,mrpaja,2017-12-05 21:13:24 UTC,1,5,0.46
54683397,14843,https://api.github.com/repos/nodejs/node,https://github.com/nodejs/node/issues/14843,7da45f87da65c859dc40a2bf3eea3d9da064f41d,bug,1,FALSE,Gregor,2017-10-06 12:21:51 UTC,1,0,51.75
62181081,5953,https://api.github.com/repos/Leaflet/Leaflet,https://github.com/Leaflet/Leaflet/issues/5953,f31e39c1ace2e3fd3632fdc3c6546884cb30b83d,issue,1,FALSE,Michael Siadak,2018-01-01 02:30:16 UTC,1,0,25.71
62079602,676,https://api.github.com/repos/vcr/vcr,https://github.com/vcr/vcr/issues/676,8dab143460963af416937d2f7724b41d9eadb4d1,cleanup,0,FALSE,Saverio Miroddi,2018-02-11 03:15:14 UTC,1,0,68.04
44222281,11420,https://api.github.com/repos/nodejs/node,https://github.com/nodejs/node/issues/11420,0324ac686ce1c8ffc5a81e6a8290b6c5c7fd04fd,feature,1,FALSE,dave-k,2017-04-18 19:09:27 UTC,1,0,61.08
20442650,3218,https://api.github.com/repos/eslint/eslint,https://github.com/eslint/eslint/issues/3218,46cb6908f26f674c3155e24b91fb87c652ed11b8,enchacement,1,FALSE,Eli White,2016-09-02 09:31:11 UTC,1,4,399.17
27349846,5249,https://api.github.com/repos/eslint/eslint,https://github.com/eslint/eslint/issues/5249,1f9fd10a5d50e4981730038fdc3bcb7dc6a2996d,new feature,1,FALSE,Afnan Fahim,2016-02-20 17:41:01 UTC,1,2,6.83
38712185,9324,https://api.github.com/repos/nodejs/node,https://github.com/nodejs/node/issues/9324,ca57912e0529937f736e284e2fb03c9f9bd0d8b0,documentation,0,FALSE,Andreas Lind,2016-11-02 23:21:54 UTC,1,0,6.13
29505252,1538,https://api.github.com/repos/nodejs/node,https://github.com/nodejs/node/issues/1538,a74c2c94584aea67276ee15a67d9165bfd4ee9a5,documentation,1,FALSE,Josh Gummersall,2015-05-18 21:35:48 UTC,1,0,21.08
52218134,8875,https://api.github.com/repos/eslint/eslint,https://github.com/eslint/eslint/issues/8875,c3d5b3946c3d0eec4f27c98b0bc665ca3deda313,documentation,0,FALSE,Brandon Mailhiot,2017-08-05 01:35:20 UTC,1,0,31.63
69357864,19419,https://api.github.com/repos/nodejs/node,https://github.com/nodejs/node/issues/19419,54fbbb1037f92e7dc2ecd933e59586c3e6ab7796,documentation,1,,TomCoded,2018-03-19 05:56:00 UTC,1,3,
31445530,366,https://api.github.com/repos/airbnb/enzyme,https://github.com/airbnb/enzyme/issues/366,b7e46e47088284757c34909d627b220734a03567Marcin Mazurek,,1,TRUE,Marcin Mazurek,2016-05-23 13:26:22 UTC,1,2,
27749370,4920,https://api.github.com/repos/pouchdb/pouchdb,https://github.com/pouchdb/pouchdb/issues/4920,47ff08137bd248afdf8e9e10f67a531b627ed408,,1,TRUE,jkt001,2016-04-08 05:29:17 UTC,1,0,
39066713,21312,https://api.github.com/repos/elastic/elasticsearch,https://github.com/elastic/elasticsearch/issues/21312,70e14d5e3fb78a74a89e812fc019882e781c61e4,,2,TRUE,Byron Voorbach,2017-05-12 09:38:16 UTC,1,0,
59498165,1357,https://api.github.com/repos/sinatra/sinatra,https://github.com/sinatra/sinatra/issues/1357,62e2f0d966acd491a44267881e6cd623b6c8945a,,0,FALSE,Carlos Azuaje,2017-11-29 19:31:12 UTC,2,1,31.58
62376696,13707,https://api.github.com/repos/sympy/sympy,https://github.com/sympy/sympy/issues/13707,f823553d6b25489704e307c9dbc440261b8c82e9,bug,0,FALSE,akshat14714,2017-12-13 10:35:29 UTC,2,0,4.67
69012834,8689,https://api.github.com/repos/zulip/zulip,https://github.com/zulip/zulip/issues/8689,6f15e635d2246efd2d33c07b254d125913ec377f,feature,0,FALSE,Abhigyan Khaund,2018-03-19 13:51:59 UTC,2,7,5.79
55588401,1975,https://api.github.com/repos/gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby/issues/1975,2e331e9ee8a3fa3372cdba42c5ac8cd61b926a51,feature,0,FALSE,Fabian Schultz,2018-03-15 23:03:07 UTC,2,4,196.92
26808697,491,https://api.github.com/repos/geocoder-php/Geocoder,https://github.com/geocoder-php/Geocoder/issues/491,3a1ae189738378bedd7408f8ed1f3514a93a6af1,enchacement,0,FALSE,Ben Glassman,2016-02-02 09:23:20 UTC,2,0,0.46
2364755,3976,https://api.github.com/repos/adobe/brackets,https://github.com/adobe/brackets/issues/3976,f482326997f4b6e09a2640c770dbd915c81851a3,,1,TRUE,Jeff Booher,2013-06-04 15:15:54 UTC,2,150,
61632725,7550,https://api.github.com/repos/zulip/zulip,https://github.com/zulip/zulip/issues/7550,b0fb7aa6b2131de9db7b82ed931f76dd090af4ab,bug,1,FALSE,Shreyansh Dwivedi,2017-12-15 02:47:00 UTC,3,0,16.29
62778466,268,https://api.github.com/repos/parcel-bundler/parcel,https://github.com/parcel-bundler/parcel/issues/268,0f68d5a692370af5df312921f6605c7ddcaf9545,feature,1,FALSE,chee,2017-12-15 02:59:35 UTC,3,2,0.42
57275565,20,https://api.github.com/repos/OpenMined/PySyft,https://github.com/OpenMined/PySyft/issues/20,03728377e5594403fd9056b10b574fcbd0114ed6,feature,0,FALSE,bartimaeus12,2017-08-14 20:05:59 UTC,3,11,4.96
59972195,11454,https://api.github.com/repos/facebook/react,https://github.com/facebook/react/issues/11454,962042f82713b7d8fc61165cf4480801cbbd1f67,enchacement,0,FALSE,Soo Jae Hwang,2017-11-19 23:23:33 UTC,3,0,15.42
60598722,6816,https://api.github.com/repos/babel/babel,https://github.com/babel/babel/issues/6816,a992d06c41dd55c4fcdad5e7dadeeeea28bfcb2f,new feature,1,FALSE,Raja Sekar,2017-12-01 04:18:56 UTC,3,12,17.42
67400947,18909,https://api.github.com/repos/nodejs/node,https://github.com/nodejs/node/issues/18909,c6c957d3cc3de335a0ccc25506d570b0a237a0ce,bug,0,FALSE,Sarat Addepalli,2018-03-20 23:29:17 UTC,4,5,27.17
61341423,619,https://api.github.com/repos/OpenMined/PySyft,https://github.com/OpenMined/PySyft/issues/619,0ded07098306643bb824909b2d5567d15554755b,feature,1,FALSE,Ben DeCoste,2017-11-30 11:14:00 UTC,4,12,6.5
50921979,13621,https://api.github.com/repos/nodejs/node,https://github.com/nodejs/node/issues/13621,3d215696a4c163f749f88720591392be093955cc,documentation,0,FALSE,Aditya Anand,2017-06-12 14:16:19 UTC,4,1,0.71
54365403,53,https://api.github.com/repos/OpenMined/PySyft,https://github.com/OpenMined/PySyft/issues/53,3c337252676df59f8cbdebdd634e3f43a878d5f1,feature,0,FALSE,Ujjwal,2017-09-09 21:29:15 UTC,5,2,30.88
54366616,77,https://api.github.com/repos/OpenMined/PySyft,https://github.com/OpenMined/PySyft/issues/77,5e8aabff01444de50e4cf4b39d876cceb03ee9a9,echancement,0,FALSE,Ujjwal,2017-09-09 02:35:59 UTC,5,2,30.08
61161419,10915,https://api.github.com/repos/ipython/ipython,https://github.com/ipython/ipython/issues/10915,59ac827b77c7fa2bb213c38543b765a53cbce4b3,documentation,0,FALSE,Olesya Baranova,2017-11-21 13:04:36 UTC,5,0,0.08
30917904,565,https://api.github.com/repos/Kinto/kinto,https://github.com/Kinto/kinto/issues/565,07979cc4074079ea154f07ea3f47fb70e861f75a,,0,FALSE,Ethan Glasser-Camp,2016-04-29 14:30:36 UTC,5,420,
60257978,783,https://api.github.com/repos/netlify/netlify-cms,https://github.com/netlify/netlify-cms/issues/783,515dde1dfee12b20051d7a091f41ef74882fd746,bug,0,FALSE,Damien Duhamel,2017-12-14 18:44:13 UTC,6,9,36.08
